condicion,actor_id,turno,tipologia_pregunta,persona_score,bdi_score,rag_score,estabilidad_rol,autenticidad_lexica,autenticidad_emocional,goal_directedness,tactical_consistency,factual_grounding,answer_relevance,lexical_adoption,coherencia_tactica,subordinacion_macro,autenticidad_discursiva
bdi_rag,victima,22,confrontativa,4.1667,3.5,0.6558,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,3.5
bdi_rag,victima,23,confrontativa,4.0,3.5,0.5479,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,3.5
bdi_rag,victimario,1,cerrada,3.5,4.5,0.4539,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0
bdi_rag,victimario,2,cerrada,3.8333,4.0,0.312,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.5
bdi_rag,victimario,3,abierta,3.8333,4.0,0.5995,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
bdi_rag,victimario,4,cerrada,3.6667,3.5,0.6247,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
bdi_rag,victimario,5,cerrada,2.8333,3.0,0.3795,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.5
bdi_rag,victimario,6,cerrada,3.6667,3.0,0.5592,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0
bdi_rag,victimario,7,abierta,3.0,3.0,0.4569,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0
bdi_rag,victimario,8,abierta,3.8333,3.0,0.6196,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,9,confrontativa,3.6667,3.5,0.6565,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0
bdi_rag,victimario,10,abierta,3.8333,3.5,0.3922,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0
bdi_rag,victimario,11,cerrada,3.6667,3.5,0.5799,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0
bdi_rag,victimario,12,confrontativa,3.6667,3.0,0.6153,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,13,cerrada,3.8333,4.0,0.5715,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
bdi_rag,victimario,14,confrontativa,3.8333,3.5,0.5884,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
bdi_rag,victimario,15,abierta,4.0,3.0,0.5008,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0
bdi_rag,victimario,16,confrontativa,3.8333,3.0,0.5789,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,17,abierta,3.8333,3.0,0.6659,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,18,confrontativa,3.3333,3.0,0.254,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0
bdi_rag,victimario,19,abierta,3.6667,3.0,0.5605,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,20,confrontativa,3.6667,4.0,0.6593,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0
bdi_rag,victimario,21,confrontativa,3.8333,3.0,0.5319,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,victimario,22,confrontativa,3.8333,2.5,0.6942,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,1.0,4.0,5.0
bdi_rag,victimario,23,confrontativa,3.5,3.0,0.2744,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.5
bdi_rag,tercero,1,cerrada,3.8333,3.5,0.5726,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0
bdi_rag,tercero,2,cerrada,3.6667,4.0,0.5524,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5
bdi_rag,tercero,3,abierta,4.0,4.0,0.6809,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,4,cerrada,4.1667,3.5,0.8015,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.5
bdi_rag,tercero,5,abierta,3.6667,3.5,0.6554,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.5
bdi_rag,tercero,6,cerrada,3.8333,4.0,0.6543,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.5
bdi_rag,tercero,7,abierta,3.8333,3.5,0.6678,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0
bdi_rag,tercero,8,abierta,3.6667,4.0,0.5482,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.5
bdi_rag,tercero,9,confrontativa,3.8333,3.0,0.5961,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,10,abierta,4.0,4.0,0.6225,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,11,cerrada,4.0,3.5,0.6572,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0
bdi_rag,tercero,12,confrontativa,3.8333,3.0,0.6436,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.5
bdi_rag,tercero,13,abierta,3.3333,3.0,0.6265,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.5
bdi_rag,tercero,14,confrontativa,4.0,3.0,0.6112,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,15,cerrada,3.6667,3.0,0.6435,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,16,confrontativa,3.8333,3.0,0.5684,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,17,abierta,3.0,3.0,0.6063,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0
bdi_rag,tercero,18,confrontativa,3.6667,3.0,0.5717,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,19,abierta,3.5,3.0,0.5791,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0
bdi_rag,tercero,20,confrontativa,4.0,3.0,0.6267,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,21,confrontativa,4.0,4.0,0.6708,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,22,confrontativa,3.8333,3.0,0.6952,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0
bdi_rag,tercero,23,confrontativa,3.8333,4.0,0.6361,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0
