ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
entonces eso hace,37,0.002512,0.002512,3,victima
buenas tardes nombre,28,0.002506,0.002506,3,victima
entonces ahi como,43,0.002485,0.002485,3,victima
eso eso muy,38,0.00248,0.00248,3,victima
eso digo eso,35,0.002468,0.002468,3,victima
eso paso eso,39,0.002453,0.002453,3,victima
ustedes estan haciendo,39,0.002435,0.002435,3,victima
entonces mucha gente,35,0.002435,0.002435,3,victima
ejercito popular liberacion,32,0.002435,0.002435,3,victima
despues eso despues,33,0.002434,0.002434,3,victima
recuerdo muy bien,34,0.002431,0.002431,3,victima
muy triste porque,36,0.002422,0.002422,3,victima
cruz roja internacional,41,0.002418,0.002418,3,victima
grupo margen ley,32,0.002418,0.002418,3,victima
muy bien como,36,0.002414,0.002414,3,victima
asi asi asi,42,0.002413,0.002413,3,victima
entonces dijo usted,42,0.00241,0.00241,3,victima
defensores derechos humanos,53,0.0024,0.0024,3,victima
porque eso eso,34,0.002394,0.002394,3,victima
muy duro eso,34,0.002393,0.002393,3,victima
bueno dona test,35,0.002392,0.002392,3,victima
dije entonces dijo,38,0.002388,0.002388,3,victima
situacion muy dificil,40,0.002381,0.002381,3,victima
asi como usted,34,0.002374,0.002374,3,victima
eso muy bien,28,0.002349,0.002349,3,victima
defensa derechos humanos,42,0.002332,0.002332,3,victima
nada eso porque,40,0.002332,0.002332,3,victima
gracias dios paso,31,0.002323,0.002323,3,victima
eso mucha gente,34,0.002322,0.002322,3,victima
ustedes como familia,31,0.00232,0.00232,3,victima
mucha gente entonces,32,0.002316,0.002316,3,victima
todas maneras pues,44,0.002311,0.002311,3,victima
muy grande porque,33,0.002308,0.002308,3,victima
como millones pesos,37,0.002306,0.002306,3,victima
sea como sea,31,0.002303,0.002303,3,victima
porque eso estaba,34,0.002296,0.002296,3,victima
claro claro claro,36,0.00229,0.00229,3,victima
dio muy duro,51,0.002286,0.002286,3,victima
millones pesos eso,35,0.002285,0.002285,3,victima
despues eso pues,32,0.002285,0.002285,3,victima
eran menores edad,35,0.002279,0.002279,3,victima
grupos armados pues,29,0.002276,0.002276,3,victima
conflicto armado colombiano,31,0.002266,0.002266,3,victima
como digo pues,34,0.002265,0.002265,3,victima
pues muy dificil,34,0.002255,0.002255,3,victima
porque hay muchos,30,0.002255,0.002255,3,victima
eso entonces ahi,34,0.00225,0.00225,3,victima
muy fuerte porque,33,0.002241,0.002241,3,victima
nada porque como,33,0.002234,0.002234,3,victima
tuvo haber sido,31,0.002232,0.002232,3,victima
grupos armados ilegales,30,0.002223,0.002223,3,victima
como usted sabe,32,0.002219,0.002219,3,victima
pues asi como,36,0.002218,0.002218,3,victima
entonces ahi empezo,29,0.002207,0.002207,3,victima
pues como dice,35,0.002204,0.002204,3,victima
bueno eso paso,33,0.002203,0.002203,3,victima
porque hay personas,30,0.002201,0.002201,3,victima
mucha gente mucha,32,0.0022,0.0022,3,victima
verdad justicia reparacion,30,0.002199,0.002199,3,victima
porque muchas personas,26,0.002198,0.002198,3,victima
elaborar informe final,32,0.002196,0.002196,3,victima
acuerdo como llamaba,36,0.002195,0.002195,3,victima
eso bueno entonces,33,0.002192,0.002192,3,victima
entonces mama dijo,38,0.002187,0.002187,3,victima
bueno despues eso,30,0.002177,0.002177,3,victima
porque hay muchas,30,0.002177,0.002177,3,victima
muchas gracias ustedes,30,0.002173,0.002173,3,victima
conflicto armado porque,24,0.00217,0.00217,3,victima
porque como estaba,29,0.002159,0.002159,3,victima
entonces muchas gracias,30,0.002159,0.002159,3,victima
muchas gracias muchas,29,0.00215,0.00215,3,victima
muy fuerte muy,27,0.002149,0.002149,3,victima
ahi pues como,34,0.002149,0.002149,3,victima
muy bien bueno,29,0.002146,0.002146,3,victima
nada porque pues,34,0.002132,0.002132,3,victima
don test pues,29,0.002129,0.002129,3,victima
eso eso ahi,28,0.002129,0.002129,3,victima
como persona como,30,0.002118,0.002118,3,victima
nada nada eso,31,0.002117,0.002117,3,victima
conflicto armado colombia,24,0.002113,0.002113,3,victima
asi entonces eso,32,0.002105,0.002105,3,victima
mil millones pesos,32,0.002101,0.002101,3,victima
bueno muchisimas gracias,29,0.002094,0.002094,3,victima
muy dificil entonces,35,0.002094,0.002094,3,victima
gracias dios eso,25,0.002091,0.002091,3,victima
presencia actores armados,26,0.002089,0.002089,3,victima
como pues como,31,0.002088,0.002088,3,victima
eso como menos,28,0.002083,0.002083,3,victima
entonces como como,34,0.00208,0.00208,3,victima
eso como ahi,32,0.002074,0.002074,3,victima
entonces asi como,27,0.00207,0.00207,3,victima
asi como estamos,30,0.00207,0.00207,3,victima
eso quedo ahi,26,0.002059,0.002059,3,victima
tenian nada ver,26,0.002058,0.002058,3,victima
entonces dijo bueno,31,0.002057,0.002057,3,victima
familia sus hijos,25,0.002056,0.002056,3,victima
senor test usted,30,0.002052,0.002052,3,victima
todas maneras eso,33,0.002052,0.002052,3,victima
porque son personas,28,0.002049,0.002049,3,victima
guerrilla porque guerrilla,27,0.002045,0.002045,3,victima
grupos armados eso,29,0.002045,0.002045,3,victima
mucho miedo porque,32,0.002042,0.002042,3,victima
eso menos eso,23,0.002041,0.002041,3,victima
hay ningun problema,34,0.00204,0.00204,3,victima
dio mucho miedo,33,0.00204,0.00204,3,victima
papel muy importante,29,0.002037,0.002037,3,victima
sido muy dificil,30,0.002032,0.002032,3,victima
grupos armados como,25,0.002032,0.002032,3,victima
nada eso eso,28,0.00203,0.00203,3,victima
entonces ahi pues,28,0.002024,0.002024,3,victima
como dos tres,27,0.002023,0.002023,3,victima
pues como estaba,28,0.002019,0.002019,3,victima
como mejor dicho,27,0.002013,0.002013,3,victima
porque toda gente,29,0.002013,0.002013,3,victima
muy duro entonces,28,0.002012,0.002012,3,victima
armados margen ley,26,0.002011,0.002011,3,victima
don test muchas,23,0.002011,0.002011,3,victima
entonces digo eso,28,0.002008,0.002008,3,victima
ahi eso como,27,0.002002,0.002002,3,victima
conflicto armado como,27,0.001995,0.001995,3,victima
entrevista comision verdad,23,0.001994,0.001994,3,victima
porque como decia,29,0.001993,0.001993,3,victima
despues eso como,29,0.001991,0.001991,3,victima
nada ver eso,47,0.001989,0.001989,3,victima
como familia como,24,0.001987,0.001987,3,victima
interrup interrup cont,28,0.001987,0.001987,3,victima
tratamiento datos personales,27,0.001987,0.001987,3,victima
habian matado habian,26,0.001985,0.001985,3,victima
alvaro uribe velez,27,0.001984,0.001984,3,victima
presencia fuerza publica,27,0.001983,0.001983,3,victima
elaboracion informe final,28,0.001977,0.001977,3,victima
porque hay mucho,24,0.001976,0.001976,3,victima
eso eso hace,26,0.001975,0.001975,3,victima
muchas gracias test,23,0.001974,0.001974,3,victima
dije pues voy,35,0.001973,0.001973,3,victima
eso como asi,27,0.00197,0.00197,3,victima
nada nada porque,28,0.001965,0.001965,3,victima
asi como como,34,0.001965,0.001965,3,victima
listo don test,24,0.001961,0.001961,3,victima
sea como como,32,0.00196,0.00196,3,victima
duro duro duro,33,0.001956,0.001956,3,victima
eso estaba muy,29,0.001955,0.001955,3,victima
como dos meses,26,0.001954,0.001954,3,victima
porque gracias dios,27,0.001953,0.001953,3,victima
nada eso como,25,0.001946,0.001946,3,victima
asi entonces como,31,0.001934,0.001934,3,victima
dije bueno voy,24,0.001933,0.001933,3,victima
elenos inc eln,33,0.001932,0.001932,3,victima
porque muy duro,23,0.001929,0.001929,3,victima
pues como dije,26,0.001927,0.001927,3,victima
gente estaba ahi,28,0.001927,0.001927,3,victima
sea eso como,27,0.001925,0.001925,3,victima
ahi pues eso,25,0.001921,0.001921,3,victima
porque ahi hay,28,0.001915,0.001915,3,victima
pues ahi como,29,0.001912,0.001912,3,victima
sus hijos sus,27,0.001912,0.001912,3,victima
buenas tardes buenas,21,0.00191,0.00191,3,victima
tardes buenas tardes,21,0.00191,0.00191,3,victima
asi como estoy,27,0.001909,0.001909,3,victima
porque van matar,30,0.001908,0.001908,3,victima
toco salir corriendo,26,0.001908,0.001908,3,victima
defensor derechos humanos,25,0.001908,0.001908,3,victima
nada absolutamente nada,27,0.001903,0.001903,3,victima
ley justicia paz,19,0.001898,0.001898,3,victima
consentimiento informado bueno,25,0.001897,0.001897,3,victima
hasta ahi llego,26,0.001896,0.001896,3,victima
jurisdiccion especial paz,26,0.001887,0.001887,3,victima
inc ejercito liberacion,25,0.001886,0.001886,3,victima
nada eso nada,27,0.001886,0.001886,3,victima
mucha gente inocente,22,0.001884,0.001884,3,victima
usted sabe quien,30,0.001884,0.001884,3,victima
dando gracias dios,30,0.001883,0.001883,3,victima
hay nada eso,23,0.001882,0.001882,3,victima
eso paso asi,31,0.001881,0.001881,3,victima
eso gracias dios,41,0.00188,0.00188,3,victima
cada tres meses,22,0.001875,0.001875,3,victima
eso entonces dijo,31,0.001874,0.001874,3,victima
ningun grupo armado,24,0.001872,0.001872,3,victima
eso asi como,27,0.001869,0.001869,3,victima
pues creo eso,28,0.001869,0.001869,3,victima
van matar van,32,0.001866,0.001866,3,victima
dios mio bendito,26,0.001865,0.001865,3,victima
recibido algun tipo,24,0.001864,0.001864,3,victima
hechos vuelvan repetir,21,0.001864,0.001864,3,victima
violacion derechos humanos,33,0.001861,0.001861,3,victima
porque como dije,23,0.001859,0.001859,3,victima
entonces como estaba,41,0.001858,0.001858,3,victima
daba miedo porque,24,0.001857,0.001857,3,victima
despues eso paso,21,0.001854,0.001854,3,victima
porque como eso,29,0.00185,0.00185,3,victima
esposa sus hijos,23,0.001849,0.001849,3,victima
eso ayudo mucho,26,0.001849,0.001849,3,victima
menos eso como,23,0.001848,0.001848,3,victima
mucha gente como,26,0.001845,0.001845,3,victima
conflicto armado entonces,24,0.001843,0.001843,3,victima
nada porque eso,29,0.001842,0.001842,3,victima
hay gente muy,25,0.001836,0.001836,3,victima
victimas unidad victimas,24,0.001835,0.001835,3,victima
consentimiento informado contribuir,22,0.001833,0.001833,3,victima
inc autodefensas unidas,20,0.001829,0.001829,3,victima
muchas gracias entrevista,16,0.001828,0.001828,3,victima
eso eso porque,24,0.001824,0.001824,3,victima
como asi entonces,28,0.001824,0.001824,3,victima
como tal porque,24,0.00182,0.00182,3,victima
algun momento usted,25,0.001817,0.001817,3,victima
estaba muy pequeno,25,0.001816,0.001816,3,victima
ahi entonces ahi,24,0.001814,0.001814,3,victima
hasta cierto punto,29,0.001813,0.001813,3,victima
como seres humanos,21,0.001812,0.001812,3,victima
grupos armados margen,23,0.001812,0.001812,3,victima
conflicto armado interno,20,0.00181,0.00181,3,victima
estaba estaba estaba,26,0.00181,0.00181,3,victima
muy mal porque,25,0.001807,0.001807,3,victima
eso sido como,20,0.001806,0.001806,3,victima
muchas gracias don,22,0.001805,0.001805,3,victima
dentro conflicto armado,20,0.001801,0.001801,3,victima
gracias muy amable,24,0.0018,0.0018,3,victima
dos tres meses,40,0.0018,0.0018,3,victima
muchas gracias gracias,21,0.001798,0.001798,3,victima
interamericana derechos humanos,23,0.001794,0.001794,3,victima
porque habian matado,23,0.001794,0.001794,3,victima
hago parte organizacion,18,0.001792,0.001792,3,victima
mucho mucho mucho,25,0.001789,0.001789,3,victima
jorge eliecer gaitan,22,0.001786,0.001786,3,victima
habian matado porque,21,0.001782,0.001782,3,victima
hace mucha falta,18,0.001781,0.001781,3,victima
porque eso hace,24,0.001779,0.001779,3,victima
bueno listo entonces,22,0.001773,0.001773,3,victima
pues como como,27,0.001772,0.001772,3,victima
claro entonces eso,26,0.001771,0.001771,3,victima
todas maneras como,24,0.00177,0.00177,3,victima
sabia nada eso,25,0.00177,0.00177,3,victima
estaba ahi entonces,23,0.001769,0.001769,3,victima
colombiano reforma agraria,22,0.001764,0.001764,3,victima
despues paso eso,24,0.001763,0.001763,3,victima
entonces papa dijo,24,0.001762,0.001762,3,victima
entonces dice bueno,27,0.001762,0.001762,3,victima
porque pues hay,24,0.001759,0.001759,3,victima
nadie dijo nada,21,0.001757,0.001757,3,victima
dije voy porque,25,0.001754,0.001754,3,victima
entonces debido eso,26,0.001753,0.001753,3,victima
listo bueno entonces,24,0.001752,0.001752,3,victima
sido muy duro,22,0.001752,0.001752,3,victima
mucha gente gente,25,0.001739,0.001739,3,victima
muchas gracias muy,23,0.001739,0.001739,3,victima
mataban mucha gente,25,0.001738,0.001738,3,victima
revolucionarias colombia ejercito,24,0.001737,0.001737,3,victima
eso pues ahi,23,0.001737,0.001737,3,victima
eso muy triste,21,0.001734,0.001734,3,victima
creo eso como,21,0.001732,0.001732,3,victima
ahi como como,24,0.001731,0.001731,3,victima
como dije anteriormente,17,0.001725,0.001725,3,victima
tengo muy claro,22,0.001725,0.001725,3,victima
seria muy bueno,20,0.001722,0.001722,3,victima
ahi entonces como,24,0.00172,0.00172,3,victima
entonces usted dice,27,0.001718,0.001718,3,victima
iban matar iban,25,0.001717,0.001717,3,victima
muy bueno porque,24,0.001715,0.001715,3,victima
eso muy bueno,26,0.001715,0.001715,3,victima
pues eso pues,24,0.001714,0.001714,3,victima
mucha gente pues,24,0.001713,0.001713,3,victima
defensora derechos humanos,26,0.00171,0.00171,3,victima
gente muy buena,23,0.001709,0.001709,3,victima
eso usted sabe,24,0.001709,0.001709,3,victima
claro claro eso,22,0.001708,0.001708,3,victima
muy dificil eso,21,0.001708,0.001708,3,victima
eso porque hay,23,0.001708,0.001708,3,victima
bueno senor test,23,0.001707,0.001707,3,victima
asi como muy,23,0.001707,0.001707,3,victima
muy buena relacion,22,0.001705,0.001705,3,victima
eso eso digo,26,0.001704,0.001704,3,victima
van matar entonces,22,0.001703,0.001703,3,victima
bueno buenas tardes,18,0.001701,0.001701,3,victima
hasta cierta parte,21,0.001701,0.001701,3,victima
ahi porque eso,24,0.0017,0.0017,3,victima
gracias dios estamos,23,0.0017,0.0017,3,victima
iba muy bien,22,0.0017,0.0017,3,victima
usted dice usted,24,0.001699,0.001699,3,victima
fuerza publica policia,18,0.001695,0.001695,3,victima
esto vuelva repetir,18,0.001692,0.001692,3,victima
entonces dijo dijo,28,0.001687,0.001687,3,victima
bueno test pues,22,0.001685,0.001685,3,victima
como tal pues,21,0.001681,0.001681,3,victima
mucha gente ahi,23,0.001679,0.001679,3,victima
guerrilla guerrilla guerrilla,20,0.001678,0.001678,3,victima
sus hijos porque,20,0.001677,0.001677,3,victima
eso bueno eso,24,0.001676,0.001676,3,victima
hay nada hay,22,0.001675,0.001675,3,victima
juan manuel santos,23,0.001673,0.001673,3,victima
eran paramilitares eran,19,0.001673,0.001673,3,victima
hay tanta gente,19,0.001672,0.001672,3,victima
como eso eso,24,0.001671,0.001671,3,victima
nada entonces pues,20,0.001671,0.001671,3,victima
porque ustedes son,20,0.00167,0.00167,3,victima
eso duro como,19,0.00167,0.00167,3,victima
instituto colombiano reforma,20,0.001668,0.001668,3,victima
bueno entonces pues,21,0.001668,0.001668,3,victima
porque eso pues,24,0.001665,0.001665,3,victima
entonces todas maneras,22,0.001664,0.001664,3,victima
pues porque pues,22,0.001663,0.001663,3,victima
servicio nacional aprendizaje,19,0.001661,0.001661,3,victima
decian iban matar,17,0.00166,0.00166,3,victima
entonces dije esto,37,0.001658,0.001658,3,victima
como organizacion publica,18,0.001657,0.001657,3,victima
como dicen ahi,20,0.001656,0.001656,3,victima
porque eso hay,22,0.001655,0.001655,3,victima
eso eso asi,21,0.001655,0.001655,3,victima
porque estaba haciendo,24,0.001654,0.001654,3,victima
porque pues igual,32,0.001653,0.001653,3,victima
como tres meses,51,0.001653,0.001653,3,victima
nadie dice nada,23,0.001652,0.001652,3,victima
algun tipo ayuda,22,0.001652,0.001652,3,victima
pues hasta ahora,21,0.001652,0.001652,3,victima
llama mucho atencion,24,0.00165,0.00165,3,victima
entrevista sea utilizada,22,0.00165,0.00165,3,victima
estaba ahi estaba,22,0.001649,0.001649,3,victima
nada nada entonces,24,0.001644,0.001644,3,victima
organizacion publica entonces,24,0.001643,0.001643,3,victima
como eso pues,22,0.001643,0.001643,3,victima
bendito sea dios,23,0.001643,0.001643,3,victima
dije voy voy,19,0.001642,0.001642,3,victima
hasta quinto primaria,22,0.00164,0.00164,3,victima
como objetivo militar,19,0.001638,0.001638,3,victima
unidad restitucion tierras,21,0.001636,0.001636,3,victima
mama porque mama,35,0.001635,0.001635,3,victima
pues porque como,26,0.001634,0.001634,3,victima
eso entonces dije,23,0.001632,0.001632,3,victima
eso eso pues,20,0.001628,0.001628,3,victima
declarado objetivo militar,18,0.001628,0.001628,3,victima
entonces eso paso,22,0.001627,0.001627,3,victima
hace como mes,23,0.001626,0.001626,3,victima
papa mama hermanos,22,0.001625,0.001625,3,victima
hay gente dice,24,0.001625,0.001625,3,victima
bueno entonces como,21,0.001623,0.001623,3,victima
tengo nada ver,40,0.001622,0.001622,3,victima
usted sabe hay,22,0.001622,0.001622,3,victima
ejercito porque ejercito,21,0.001619,0.001619,3,victima
eso muy horrible,20,0.001615,0.001615,3,victima
como digo usted,23,0.001615,0.001615,3,victima
como estoy diciendo,20,0.001611,0.001611,3,victima
pues mucha gente,22,0.00161,0.00161,3,victima
porque pues ahi,22,0.001608,0.001608,3,victima
bueno entonces ahi,24,0.001607,0.001607,3,victima
entonces eso hay,21,0.001603,0.001603,3,victima
test buenas tardes,17,0.001603,0.001603,3,victima
como mil pesos,22,0.001602,0.001602,3,victima
estaba pasando entonces,21,0.0016,0.0016,3,victima
nombre test soy,19,0.0016,0.0016,3,victima
vamos vamos vamos,21,0.001599,0.001599,3,victima
bueno entonces usted,20,0.001595,0.001595,3,victima
como,11434,0.038588,0.201689,1,victimario
eso,12083,0.037988,0.249333,1,victimario
porque,9862,0.037326,0.24579,1,victimario
entonces,9434,0.036473,0.281233,1,victimario
ahi,7688,0.034129,0.344191,1,victimario
pues,5140,0.031522,0.240882,1,victimario
gente,4684,0.030833,0.22006,1,victimario
muy,3609,0.029393,0.188842,1,victimario
asi,3360,0.029331,0.255818,1,victimario
usted,4017,0.029298,0.248813,1,victimario
estaba,3568,0.029239,0.219403,1,victimario
bueno,3374,0.029032,0.220554,1,victimario
sea,4184,0.028979,0.212133,1,victimario
hay,3481,0.0289,0.184282,1,victimario
eran,2437,0.027609,0.228121,1,victimario
guerrilla,2372,0.026516,0.31093,1,victimario
parte,2017,0.026245,0.181268,1,victimario
nada,2033,0.025877,0.177465,1,victimario
despues,1924,0.025755,0.244587,1,victimario
hasta,1747,0.025662,0.171934,1,victimario
esto,1808,0.025258,0.171591,1,victimario
mucho,1810,0.025018,0.175678,1,victimario
son,1901,0.024955,0.157425,1,victimario
iba,1631,0.024288,0.21067,1,victimario
bien,1403,0.024103,0.160341,1,victimario
ejercito,1731,0.02402,0.28119,1,victimario
hacia,1406,0.023942,0.187929,1,victimario
habian,1429,0.023544,0.270296,1,victimario
claro,1522,0.023375,0.189925,1,victimario
momento,1339,0.023275,0.176268,1,victimario
dije,1799,0.023149,0.209379,1,victimario
estaban,1312,0.023038,0.199295,1,victimario
ver,1359,0.022931,0.161023,1,victimario
ustedes,1381,0.022913,0.203002,1,victimario
decia,1317,0.022872,0.262099,1,victimario
tenian,1226,0.022716,0.26498,1,victimario
tal,1394,0.022666,0.175283,1,victimario
dijo,1817,0.022452,0.173121,1,victimario
frente,1598,0.022304,0.184288,1,victimario
sino,1226,0.022164,0.173973,1,victimario
personas,1129,0.021965,0.159784,1,victimario
toda,1373,0.021933,0.165599,1,victimario
dice,1329,0.021884,0.164735,1,victimario
ejemplo,1582,0.021854,0.17809,1,victimario
menos,1077,0.021814,0.158686,1,victimario
voy,1235,0.021767,0.164345,1,victimario
familia,971,0.021762,0.173804,1,victimario
fui,1042,0.021694,0.198545,1,victimario
quien,1122,0.021663,0.16356,1,victimario
zona,1091,0.021624,0.185059,1,victimario
vamos,1212,0.021532,0.173956,1,victimario
creo,1256,0.021526,0.159056,1,victimario
organizacion,1730,0.02151,0.268343,1,victimario
interrup,1543,0.021319,0.294533,1,victimario
muchas,1078,0.021217,0.165069,1,victimario
grupo,1138,0.021181,0.166752,1,victimario
digo,1200,0.021095,0.180531,1,victimario
llego,1110,0.021002,0.217432,1,victimario
estan,1225,0.020931,0.203025,1,victimario
hubo,1122,0.020743,0.188515,1,victimario
comandante,1193,0.020675,0.207539,1,victimario
persona,1005,0.020666,0.163641,1,victimario
tengo,1045,0.020644,0.146852,1,victimario
proceso,1152,0.020578,0.174263,1,victimario
paso,941,0.020557,0.171254,1,victimario
hace,915,0.020514,0.140299,1,victimario
pronto,847,0.020513,0.183082,1,victimario
sus,891,0.02048,0.124051,1,victimario
mucha,904,0.020454,0.177415,1,victimario
van,917,0.020323,0.164188,1,victimario
decian,849,0.020241,0.252886,1,victimario
puede,855,0.020233,0.134597,1,victimario
todas,909,0.019946,0.147838,1,victimario
muchos,870,0.019842,0.152558,1,victimario
poco,877,0.019787,0.144846,1,victimario
estado,1009,0.019783,0.141648,1,victimario
verdad,813,0.019685,0.150427,1,victimario
trabajo,876,0.019641,0.144227,1,victimario
hacian,763,0.01963,0.243549,1,victimario
iban,788,0.019593,0.198023,1,victimario
ahora,830,0.019581,0.133024,1,victimario
sido,699,0.01957,0.145511,1,victimario
militar,951,0.019556,0.176881,1,victimario
estoy,840,0.019493,0.139571,1,victimario
tema,1030,0.019282,0.159772,1,victimario
digamos,1336,0.019237,0.205535,1,victimario
lado,856,0.019234,0.153614,1,victimario
hecho,721,0.019079,0.140975,1,victimario
acuerdo,781,0.018987,0.148179,1,victimario
guerra,1111,0.018947,0.153072,1,victimario
plata,1017,0.01891,0.171038,1,victimario
toco,809,0.018867,0.21777,1,victimario
mama,758,0.018844,0.200141,1,victimario
hoy,822,0.01879,0.140996,1,victimario
cada,701,0.018753,0.133843,1,victimario
cuenta,697,0.018736,0.13887,1,victimario
epoca,811,0.018691,0.229581,1,victimario
pueblo,708,0.018649,0.149783,1,victimario
fuera,683,0.018571,0.145771,1,victimario
meses,719,0.018548,0.152827,1,victimario
dos,628,0.018503,0.122663,1,victimario
test,670,0.018456,0.204394,1,victimario
politica,792,0.018444,0.214023,1,victimario
estamos,724,0.018435,0.147232,1,victimario
papa,703,0.018384,0.177073,1,victimario
primero,640,0.018342,0.151552,1,victimario
estabamos,650,0.018341,0.21906,1,victimario
sabe,704,0.018288,0.152813,1,victimario
sabia,627,0.018277,0.195278,1,victimario
caso,734,0.018265,0.138326,1,victimario
casi,678,0.018227,0.144733,1,victimario
estuve,677,0.018101,0.180891,1,victimario
dentro,819,0.018045,0.144118,1,victimario
teniamos,610,0.017985,0.227329,1,victimario
dio,671,0.017949,0.155272,1,victimario
podia,629,0.017779,0.199222,1,victimario
medio,621,0.017768,0.139062,1,victimario
farc,821,0.017741,0.200292,1,victimario
algun,563,0.017697,0.183608,1,victimario
solo,580,0.017692,0.122194,1,victimario
grupos,497,0.017689,0.155056,1,victimario
senor,816,0.01768,0.223749,1,victimario
haciendo,633,0.017646,0.144611,1,victimario
paramilitares,719,0.017606,0.215292,1,victimario
hermano,699,0.017588,0.157377,1,victimario
mataron,661,0.017584,0.191721,1,victimario
alli,614,0.01758,0.195505,1,victimario
llegar,598,0.01754,0.146121,1,victimario
mejor,624,0.01747,0.122675,1,victimario
todavia,625,0.017466,0.188547,1,victimario
hablar,639,0.01745,0.142568,1,victimario
salir,555,0.017374,0.145549,1,victimario
dijeron,618,0.017363,0.166847,1,victimario
policia,696,0.017343,0.19622,1,victimario
armas,611,0.017292,0.157152,1,victimario
queria,528,0.017227,0.187458,1,victimario
duro,519,0.017211,0.165775,1,victimario
haber,528,0.017183,0.135277,1,victimario
llegue,617,0.017125,0.169597,1,victimario
trabajar,582,0.017115,0.148858,1,victimario
mundo,648,0.017115,0.122545,1,victimario
pasa,663,0.017089,0.138451,1,victimario
paz,684,0.017076,0.146137,1,victimario
nadie,611,0.017052,0.130702,1,victimario
gobierno,538,0.017037,0.126277,1,victimario
nombre,546,0.017029,0.132898,1,victimario
hicieron,606,0.017028,0.155523,1,victimario
dicen,661,0.016896,0.144248,1,victimario
mujeres,542,0.016865,0.135875,1,victimario
mire,703,0.016797,0.184273,1,victimario
tipo,722,0.016788,0.129448,1,victimario
llama,571,0.016754,0.148435,1,victimario
daba,501,0.016675,0.168168,1,victimario
civil,541,0.016672,0.149181,1,victimario
llamaba,555,0.016628,0.179501,1,victimario
problema,651,0.016539,0.133248,1,victimario
mujer,513,0.016495,0.13021,1,victimario
hombres,537,0.016415,0.134523,1,victimario
dar,488,0.016362,0.132561,1,victimario
soy,500,0.016342,0.121126,1,victimario
poblacion,529,0.016327,0.194054,1,victimario
militares,474,0.016266,0.154846,1,victimario
daban,417,0.016252,0.179986,1,victimario
conflicto,470,0.016193,0.159639,1,victimario
mando,511,0.016176,0.15471,1,victimario
tocaba,507,0.016091,0.185728,1,victimario
colombia,555,0.016076,0.143848,1,victimario
gracias,416,0.016059,0.116096,1,victimario
tenemos,552,0.016009,0.127121,1,victimario
llega,526,0.016007,0.145054,1,victimario
mal,441,0.016001,0.124488,1,victimario
pais,593,0.015985,0.166209,1,victimario
historia,467,0.015958,0.122317,1,victimario
quiero,491,0.015916,0.117604,1,victimario
dicho,499,0.015893,0.131317,1,victimario
matar,481,0.015857,0.1531,1,victimario
orden,556,0.01584,0.134833,1,victimario
dieron,464,0.015792,0.151037,1,victimario
listo,482,0.015792,0.153916,1,victimario
politico,549,0.015753,0.194332,1,victimario
alguien,447,0.015689,0.118101,1,victimario
noche,446,0.015689,0.12458,1,victimario
muchacho,460,0.015651,0.169262,1,victimario
bloque,483,0.015646,0.169208,1,victimario
estuvo,501,0.015625,0.139107,1,victimario
companero,563,0.015622,0.214014,1,victimario
tuve,408,0.015612,0.146128,1,victimario
muchachos,475,0.015561,0.16626,1,victimario
cual,388,0.015554,0.119932,1,victimario
eramos,430,0.015534,0.186143,1,victimario
dud,748,0.015499,0.212481,1,victimario
quedo,467,0.015487,0.158249,1,victimario
situacion,614,0.015474,0.181759,1,victimario
vaya,385,0.015416,0.13867,1,victimario
informacion,468,0.015408,0.177845,1,victimario
viene,484,0.015343,0.130989,1,victimario
toca,385,0.015333,0.15185,1,victimario
solamente,533,0.015322,0.140968,1,victimario
relacion,486,0.015295,0.17654,1,victimario
llegaba,456,0.015244,0.170816,1,victimario
companeros,583,0.015236,0.208604,1,victimario
comunidad,477,0.015199,0.133927,1,victimario
fuimos,363,0.015172,0.156745,1,victimario
grande,399,0.01515,0.126592,1,victimario
pasar,393,0.015142,0.127524,1,victimario
puedo,370,0.015049,0.118476,1,victimario
finca,459,0.014996,0.171219,1,victimario
hombre,529,0.014967,0.117831,1,victimario
tampoco,378,0.014957,0.130451,1,victimario
inad,1120,0.01495,0.206542,1,victimario
hijos,349,0.014878,0.126351,1,victimario
risas,453,0.014864,0.168794,1,victimario
contra,403,0.014835,0.109956,1,victimario
fuerza,423,0.014829,0.128624,1,victimario
carcel,503,0.014817,0.178968,1,victimario
tuvo,370,0.01478,0.126487,1,victimario
cualquier,416,0.014776,0.115316,1,victimario
edad,297,0.014768,0.128803,1,victimario
ahorita,465,0.014764,0.166682,1,victimario
llegaron,393,0.014753,0.146106,1,victimario
luego,477,0.014731,0.112236,1,victimario
igual,359,0.014699,0.119783,1,victimario
guerrilleros,443,0.014682,0.176218,1,victimario
seguridad,421,0.014675,0.122939,1,victimario
pesos,441,0.014662,0.138573,1,victimario
reunion,385,0.014617,0.180587,1,victimario
mismos,311,0.01458,0.130461,1,victimario
dios,334,0.014565,0.113669,1,victimario
llegamos,345,0.014557,0.153628,1,victimario
campamento,347,0.014523,0.157063,1,victimario
venia,459,0.0145,0.172339,1,victimario
hablando,417,0.014484,0.128633,1,victimario
recuerdo,491,0.014467,0.131099,1,victimario
realmente,479,0.014453,0.123027,1,victimario
comandantes,394,0.014452,0.177765,1,victimario
